Node ID,X location,Y location,Connections
0,0.5251379531909665,0.2729576519951625,"[1, 5]"
1,0.2206914353870098,0.2473172630859363,[0]
2,0.3725474563481549,0.3060470549182191,[7]
3,0.4822265962828742,0.8738949575995555,[8]
4,0.7216601173250884,0.37875407254727933,"[5, 10]"
5,0.34516533463392474,0.7256909489731379,"[0, 4]"
6,0.8795903835897367,0.5415748856583394,"[7, 12]"
7,0.3053178004118452,0.4595240074775742,"[2, 6, 8]"
8,0.22615360150366765,0.4473655154119167,"[3, 7, 9, 14]"
9,0.8123282961717934,0.2621434861862436,[8]
10,0.3833850146802058,0.6057907380422141,"[4, 11]"
11,0.8585998440307023,0.6035300099641508,"[10, 17]"
12,0.4544522886924354,0.6226517261606958,"[6, 13]"
13,0.3356946001731095,0.17923744997751856,"[12, 19]"
14,0.7659142541055233,0.4733027599233946,"[8, 15, 20]"
15,0.9014160854083102,0.2502549178351595,[14]
16,0.1104267466393674,0.5119001183362918,"[17, 22]"
17,0.6705692046784638,0.8917536080359751,"[11, 16]"
18,0.6102559509097396,0.1736382482964939,"[19, 24]"
19,0.5468477170940761,0.4089639961094525,"[13, 18]"
20,0.2478883357074801,0.7553084894043292,"[14, 26]"
21,0.6714798644195633,0.7468002858898347,[27]
22,0.5881698871551845,0.658114017788196,"[16, 23]"
23,0.6493145835754708,0.3030680764064668,"[22, 24]"
24,0.5478646464289588,0.7980142386110027,"[18, 23]"
25,0.42585814144385914,0.2333017851191241,[30]
26,0.11757202755047115,0.1632061070659338,"[20, 27, 31]"
27,0.4484000476853195,0.11577938136569613,"[21, 26]"
28,0.6928406341485818,0.6292716674449343,[29]
29,0.8478124062537487,0.6943164501184214,"[28, 30]"
30,0.4413756502067273,0.7212292425083404,"[25, 29, 31]"
31,0.7069612394189625,0.1524709889516486,"[26, 30]"
