Node ID,X location,Y location,Connections
0,0.15254427190814152,0.4203963084962513,"[1, 4, 5]"
1,0.1365521281718009,0.5882644506828539,"[0, 5]"
2,0.2808551478409898,0.04928248182124657,"[3, 8]"
3,0.27982281753768945,0.2358152976957876,"[2, 4, 10]"
4,0.2587335475621453,0.40847119555736855,"[0, 3, 5, 10]"
5,0.25460968276887186,0.5687609097600662,"[0, 1, 4, 10, 11]"
6,0.29552068516755803,0.7600802552168603,"[12, 13]"
7,0.2644243830903701,0.8741243155097965,[13]
8,0.3796686973342126,0.11076971471093744,"[2, 9, 14, 15, 19]"
9,0.4080884070517978,0.24603316466580896,"[8, 10, 14, 15]"
10,0.3794208158486847,0.3836203892575415,"[3, 4, 5, 9, 11, 16]"
11,0.4605385831350072,0.5992720758057171,"[5, 10, 12, 16]"
12,0.44709187297284897,0.7294152777653136,"[6, 11, 18, 19]"
13,0.4319719756546658,0.9143352013689254,"[6, 7, 18]"
14,0.5544854567013562,0.14345200035411576,"[8, 9, 15, 20, 21]"
15,0.5701028603195495,0.25232221431352786,"[8, 9, 14]"
16,0.5879075133037321,0.42441096731964817,"[10, 11, 22]"
17,0.5931185963920136,0.5785944897558257,"[18, 22, 23, 27]"
18,0.5911444872783358,0.7372636265315744,"[12, 13, 17, 19, 24, 25]"
19,0.5778462219807623,0.9205166699307769,"[8, 12, 18]"
20,0.7406794866522114,0.14109480826748902,[14]
21,0.7536366436167984,0.2460615845458802,"[14, 22]"
22,0.6922646550678841,0.4520617698893121,"[16, 17, 21, 23, 27]"
23,0.7634185573212371,0.6455202156661375,"[17, 22, 26, 27]"
24,0.7697423834836541,0.7596244814261859,"[18, 28]"
25,0.783357721911528,0.8897006801582771,[18]
26,0.8849804514725786,0.4348183274546881,"[23, 27]"
27,0.8224387831768798,0.5439025874403156,"[17, 22, 23, 26, 28]"
28,0.909424551758788,0.7647408279688931,"[24, 27]"
