Node ID,X location,Y location,Connections
0,0.3092897073994532,0.3387929147312987,[1]
1,0.7513805924754243,0.17353275370807753,"[0, 2]"
2,0.5800804207725232,0.6828484214494357,"[1, 3]"
3,0.2503208586932828,0.14411730186645455,"[2, 4]"
4,0.3199754943248305,0.6259464119004741,"[3, 5]"
5,0.5498125302243424,0.2200498106442689,"[4, 6]"
6,0.4461046326438297,0.6354378388596162,"[5, 7]"
7,0.4782277386161023,0.556547519419293,"[6, 8]"
8,0.8739487619949413,0.6464518578477002,"[7, 9]"
9,0.41329986646402095,0.2498020557760785,"[8, 10]"
10,0.3767685324573865,0.5088527788556617,"[9, 11]"
11,0.8129675276004633,0.7204511539781516,"[10, 12]"
12,0.3545172804922995,0.8393735172054594,[11]
