Node ID,X location,Y location,Connections
0,0.058474572797583745,0.31709007803321554,"[4, 6]"
1,0.1500432509137616,0.395725692146347,"[6, 7]"
2,0.12334264533848577,0.5651144628625915,[3]
3,0.06962669616707015,0.762186812823598,"[2, 9]"
4,0.22811210004143406,0.1717715857880383,"[0, 5, 10, 11]"
5,0.2442559314246841,0.2190168696417241,"[4, 6, 10]"
6,0.2514070559725253,0.3872611614566735,"[0, 1, 5, 7, 11]"
7,0.2245623865929535,0.5757170562601048,"[1, 6, 8]"
8,0.272653848727694,0.7666670106863596,"[7, 9, 12, 13]"
9,0.23555080266001147,0.8594659809103057,"[3, 8]"
10,0.43116709537069364,0.09893260205063224,"[4, 5, 14, 15]"
11,0.37138539135065396,0.212873033001686,"[4, 6]"
12,0.46800457524661776,0.7568287237943525,"[8, 16]"
13,0.37469378659992075,0.9147814500604018,"[8, 16, 17]"
14,0.5917355996117014,0.04315699133398925,"[10, 18]"
15,0.5707720950100913,0.22811367078903175,[10]
16,0.5741720292069613,0.737624508845645,"[12, 13, 17, 22]"
17,0.5751118564550805,0.8587721195085737,"[13, 16, 22]"
18,0.7816646922207348,0.1488837111164875,"[14, 19]"
19,0.7461193497115206,0.21321496400961484,"[18, 20, 23]"
20,0.8220746666415851,0.3735269289094535,"[19, 21, 23]"
21,0.7190391316986967,0.5641050743652741,"[20, 22, 24]"
22,0.7810557818820643,0.7770901507317113,"[16, 17, 21, 24]"
23,0.8976421998235625,0.23678985427485258,"[19, 20]"
24,0.9164355487845648,0.5858234702879348,"[21, 22, 25]"
25,0.9591073046680092,0.7323268302071596,[24]
