Node ID,X location,Y location,Connections
0,0.12901470210955454,0.09322833166774352,"[1, 7]"
1,0.13665598517596367,0.2580845248393991,"[0, 2, 7, 8, 9]"
2,0.07391081167273257,0.34732985972019537,"[1, 3, 9]"
3,0.10277721332903568,0.4174569746148962,"[2, 4, 10]"
4,0.046362719020795966,0.4959448235763186,[3]
5,0.09820460076933013,0.7364120277654695,"[6, 12, 13]"
6,0.07860273173746117,0.8267703082837012,"[5, 13]"
7,0.20096145745089009,0.12066498245045665,"[0, 1, 8, 15]"
8,0.2074973417141237,0.19874361244864627,"[1, 7, 9, 15, 16]"
9,0.17963284122265788,0.30807287484246865,"[1, 2, 8, 10]"
10,0.2207253884662133,0.4059544175925691,"[3, 9, 11, 18]"
11,0.2637324586868337,0.47198232538677054,"[10, 12, 18, 19]"
12,0.2348669235194831,0.6341406921496677,"[5, 11, 13, 20]"
13,0.2255802379104393,0.7525907187623492,"[5, 6, 12, 20, 21, 42]"
14,0.2068454923577228,0.901029437785678,[22]
15,0.3056220883385969,0.10588433544579756,"[7, 8, 16]"
16,0.3158290435498984,0.2293199970050735,"[8, 15, 17, 23, 24]"
17,0.3717869060548205,0.3064326352349482,"[16, 18, 23, 24]"
18,0.36022854673566873,0.4441468249354704,"[10, 11, 17, 19, 25]"
19,0.2691706576371777,0.5631733605434301,"[11, 18, 20]"
20,0.3560035838416157,0.6594432735980758,"[12, 13, 19, 21]"
21,0.3016691283588706,0.7521880276561848,"[13, 20, 22]"
22,0.3569079067261217,0.9224343122208424,"[14, 21]"
23,0.4538835267478127,0.2341598173761194,"[16, 17, 24, 26, 27]"
24,0.4598183178710806,0.341728928148928,"[16, 17, 23, 25, 27]"
25,0.4123785023997311,0.4775511502954273,"[18, 24]"
26,0.5414692077170516,0.23581146682270654,"[23, 27]"
27,0.5607198353764244,0.3040762136025205,"[23, 24, 26, 31]"
28,0.5249321614116843,0.4790629470665868,"[31, 32, 33]"
29,0.6778428797024579,0.09537448910768248,[36]
30,0.6780783699065212,0.2684763349826718,"[31, 37, 38]"
31,0.6186814658577118,0.3564123761578073,"[27, 28, 30, 32, 38]"
32,0.6535868257393872,0.4309827856760327,"[28, 31, 33]"
33,0.6187267751664058,0.5105972373890876,"[28, 32]"
34,0.6790148944889931,0.8050395222590249,"[35, 41, 42]"
35,0.6690134646758054,0.9019219787629742,"[34, 42, 43]"
36,0.7670714649199675,0.14069254595239974,"[29, 37, 44]"
37,0.836349935959894,0.173176455786948,"[30, 36, 38, 45]"
38,0.8132563010351427,0.2720107144903877,"[30, 31, 37, 39, 46]"
39,0.7987484979266806,0.4681344704942371,"[38, 40, 47]"
40,0.7589079675056356,0.5351946755294846,"[39, 41]"
41,0.7794654639737971,0.7035669032956532,"[34, 40, 42, 48]"
42,0.74558128621889,0.8462569970781326,"[13, 34, 35, 41, 43]"
43,0.7680171992340806,0.9475266451221565,"[35, 42, 50]"
44,0.9149978021360248,0.10568839115793996,"[36, 45]"
45,0.9102912348642452,0.2461070781445282,"[37, 44, 46]"
46,0.9484595210392855,0.36541607169742296,"[38, 45, 47]"
47,0.9224441233009114,0.4446121146438209,"[39, 46]"
48,0.8715151595925757,0.6977246124383347,"[41, 49]"
49,0.9432660263076064,0.7854969478869865,"[48, 50]"
50,0.9114054870462209,0.9219298085818532,"[43, 49]"
