Node ID,X location,Y location,Connections
0,0.12177525173812424,0.29515943908723163,"[1, 4, 5]"
1,0.08893874582367545,0.4532778950785103,"[0, 2]"
2,0.1611366215719158,0.6276957601663271,"[1, 6]"
3,0.0267926976269358,0.7454086635591646,"[6, 7]"
4,0.2435722812611548,0.25594893672726465,"[0, 5]"
5,0.2583955057862603,0.423242925879386,"[0, 4]"
6,0.2762179662337922,0.591877434675388,"[2, 3, 7]"
7,0.20988842428171944,0.7646064012133081,"[3, 6, 11]"
8,0.41797610742001934,0.12888433126866464,[13]
9,0.4036263208367689,0.4264907863720763,"[10, 15]"
10,0.3785674874389717,0.5630509268051126,"[9, 16]"
11,0.41652717325954586,0.7136825320871276,"[7, 12, 17]"
12,0.431810310307492,0.9044556478446047,[11]
13,0.5372804326865024,0.037451905691200334,"[8, 14]"
14,0.6085058127482342,0.282429021930832,"[13, 15, 20]"
15,0.5415684790274636,0.4443746097484577,"[9, 14, 16, 22]"
16,0.6023294069976747,0.5943812037875175,"[10, 15, 21, 23]"
17,0.5874545941812996,0.6965447219673865,"[11, 18, 22, 24]"
18,0.6503438903296417,0.9621423659151066,"[17, 24]"
19,0.8027060690724521,0.1274938935749794,[20]
20,0.7700639779337941,0.24510729823171684,"[14, 19]"
21,0.7552406442840736,0.42932467474131947,"[16, 22, 25]"
22,0.7273855720239599,0.6136237998987197,"[15, 17, 21, 23, 26]"
23,0.7002232829812021,0.7479224376978065,"[16, 22, 24]"
24,0.7112045784548647,0.8606944450346067,"[17, 18, 23]"
25,0.9219074709976184,0.4098203065552824,"[21, 26]"
26,0.9207477494361104,0.6194032630160778,"[22, 25, 27]"
27,0.900752576442538,0.7306543017580247,[26]
