Node ID,X location,Y location,Connections
0,0.04968454831047336,0.25790005672573674,"[1, 5]"
1,0.10999833479994867,0.46196533199449225,[0]
2,0.06914533620378725,0.5579639593836302,[3]
3,0.10805589524355755,0.7632213417847401,"[2, 9, 25]"
4,0.2179828443654628,0.13747755450562416,"[5, 10]"
5,0.29097776497051103,0.2409567444305021,"[0, 4, 6, 10, 11]"
6,0.23513859824217678,0.36799008660206284,"[5, 7, 11]"
7,0.2503885769583202,0.5525753794438686,"[6, 12]"
8,0.2299795913461226,0.7090752049360617,"[9, 15]"
9,0.30750057062899333,0.9111268536528702,"[3, 8, 15, 27]"
10,0.403845073233468,0.13930236281109015,"[4, 5, 11]"
11,0.4207017102175021,0.19512656373077414,"[5, 6, 10, 12, 16]"
12,0.38666143324001323,0.40683756504961843,"[7, 11, 13, 17, 18]"
13,0.41041798682350517,0.5773771723232314,"[12, 14]"
14,0.4134815017828106,0.7324539602540264,"[13, 15, 18, 19, 20]"
15,0.4453746125936452,0.9460757051350134,"[8, 9, 14, 19, 20]"
16,0.5713750537238566,0.21465690141091184,"[11, 17, 21]"
17,0.6707197507082372,0.4098381372876583,"[12, 16, 23]"
18,0.5257086157037006,0.5863571151219682,"[12, 14, 19, 24]"
19,0.5700468235520099,0.7663870331391107,"[14, 15, 18, 25]"
20,0.590647070393142,0.8384218274429978,"[14, 15]"
21,0.7479911076834275,0.10113213886829274,[16]
22,0.8061629854482164,0.2359960688869827,"[23, 26]"
23,0.7213365154589829,0.3718950468796729,"[17, 22, 24, 26, 27]"
24,0.7696280086198307,0.5496872564545958,"[18, 23, 25, 28]"
25,0.7163629755262945,0.7368467693585296,"[3, 19, 24, 28]"
26,0.8878681467775913,0.28832019803066666,"[22, 23, 27]"
27,0.9016460739148318,0.4287360678440925,"[9, 23, 26, 28]"
28,0.9236584681158625,0.5620908230835624,"[24, 25, 27, 29]"
29,0.9074945872236805,0.7769380810710007,[28]
